KABUPATEN,KECAMATAN,KODE BPS,DESA,IKS,IKE,IKL,IDM,KATEGORI IDM,BINARY STATUS,matches
ACEH UTARA,BAKTIYA,1111100064,MEUNASAH GEUDONG,6514,6833,0.6,6449,BERKEMBANG,MAJU,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100065,KRUENG LINGKA TIMU,6743,0.35,6667,5637,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100066,KRUENG LINGKA BARAT,0.52,0.45,0.6,5233,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100069,ALUE SERDANG,5257,3833,6667,5252,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100070,MATANG RAYA BARAT,0.56,3333,0.6,4978,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100075,ALUE GEUDONG,5371,4333,5333,5013,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100077,MATANG RAYA TIMU,7257,4167,0.6,5808,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100078,ALUE BUYA,5486,3333,0.6,494,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100079,MATANG CUT,5371,0.35,0.6,4957,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100080,TANJONG GLUMPANG,5714,4833,7333,596,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101001,COT KUPOK,6343,0.35,6667,5503,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101002,MATANG RAYA BLANG SIALET,5829,3667,0.6,5165,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101003,PUCOK ALUE BUKET,6343,2667,0.6,5003,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101004,COT PAYA,6914,4667,0.6,586,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101005,MATANG TEUNGOH,8057,4333,0.6,613,BERKEMBANG,MAJU,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101006,MATANG PANYANG,6857,4667,5333,5619,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101007,MATANG BAYU,6914,4833,6667,6138,BERKEMBANG,MAJU,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101008,LANG NIBONG,6343,0.55,6667,617,BERKEMBANG,MAJU,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101009,SINGGAH MATA,7714,4833,3333,5294,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101010,MATANG CEUBREK,6971,3667,0.6,5546,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101011,COT USEN,5429,3167,5333,4643,SANGAT TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101012,MATANG SIJUEK BARAT,6914,4667,0.6,586,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101013,MATANG SIJUEK TEUNGOH,6114,4667,5333,5371,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101014,MATANG SIJUEK TIMU,6114,4333,5333,526,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101016,BLANG SEUNONG,6629,0.55,6667,6265,BERKEMBANG,MAJU,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101017,MATANG PAYA,6057,0.4,0.6,5352,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101018,LHOK IBOH,6686,7167,0.6,6617,BERKEMBANG,MAJU,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101019,COT LABA,6171,4333,5333,5279,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101020,MEUNASAH PANTE,5943,0.4,0.6,5314,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101021,COT MURONG,5143,4167,0.6,5103,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101022,MEURANDEH PAYA,5886,4333,5333,5184,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101023,MEUNASAH HAGU,5886,4333,4667,4962,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101025,LHOK EUNCIEN,0.52,3167,0.6,4789,SANGAT TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,BAKTIYA BARAT,1111101026,PAYA BATEUNG,0.64,0.4,0.6,5467,TERTINGGAL,TERTINGGAL,"('BAKTIYA BARAT', 100)"
ACEH UTARA,LHOKSUKON,1111110001,GEULUMPANG,5143,3667,0.4,427,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110003,ALUE ABEE,6343,4667,5333,5448,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110004,ALUE EUMPOK,5886,0.6,4667,5517,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110005,ALUE ITAM REUDEUP,0.64,2667,0.6,5022,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110006,BUKET KRUENG,5714,3167,2667,3849,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110007,MEUNASAH TEUNGOH LB,6057,5333,0.6,5797,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110008,KUMBANG LT,7657,6667,3333,5886,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110009,ALUE ITAM BAROH,6971,2667,0.6,5213,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110011,ARONGAN LT,4571,4333,6667,519,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110016,MEUNASAH RAYEUK LB,5943,0.45,0.6,5481,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110017,MEUCAT,6171,3667,0.6,5279,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110019,RAWA,5086,0.4,0.6,5029,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110022,ULEE GUNONG,6571,3833,0.6,5468,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110023,TEUPIN KEUBEU,6457,4167,5333,5319,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110026,LHOK KAREUNG,5371,0.5,0.6,5457,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110027,COT ASAN,0.6,4333,0.6,5444,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110028,BUKET HAGU,7257,0.6,6667,6641,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110030,MATA IE,5943,0.5,3333,4759,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110031,MATA U,6686,4667,0.6,5784,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110032,LHOK SEUNTANG,6114,0.35,0.6,5205,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110033,ULEE TANOH,7829,4667,5333,5943,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110035,MEUNASAH JOK,6343,0.5,0.8,6448,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110036,MEUNASAH NGA LB,6229,5167,8667,6687,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110038,BERINGIN LB,0.84,4667,5333,6133,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110039,MANYANG,0.76,4667,0.6,6089,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110041,CEUBREK,0.76,0.75,0.6,7033,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110042,KUTA LHOKSUKON,8629,8333,5333,7432,MAJU,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110043,DAYAH LB,7543,5333,5333,607,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110045,MEUNASAH GEULINGGANG,0.68,5167,0.6,5989,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110047,PULO DULANG,5771,3333,4667,459,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110048,MEUNASAH TUTONG,6114,0.65,0.6,6205,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110049,MEUNASAH GEUMATA,7714,0.55,0.6,6405,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110050,PANTE,7714,0.6,5333,6349,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110051,TRIENG MATANG UBI,7543,5333,0.8,6959,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110052,MEUNYE MATANG UBI,7771,5667,0.6,6479,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110053,BLANG RUBEK,6171,5167,0.6,5779,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110054,ALUE BUKET,0.52,4333,0.8,5844,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110056,NGA MATANG UBI,8057,0.7,5333,6797,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110058,BLANG AMAN,6343,0.4,0.6,5448,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110059,COT U SIBAK,7257,4167,4667,5363,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110060,BINTANG HU,7886,5833,5333,6351,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110061,COT ARA,6571,4833,0.6,5802,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110064,MATANG PUPANJI AB,6971,4833,4667,549,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110065,MATANG TEUNGOH AB,6343,0.5,0.6,5781,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110066,MEUNASAH ASAN AB,6457,4667,6667,593,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110068,KEUTAPANG,7086,0.55,0.6,6195,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110069,ALUE MUDEM,7029,0.6,0.6,6343,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110071,ARA AB,0.64,4167,6667,5744,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110072,MEUNASAH ALUE DRIEN LB,7543,0.7,0.6,6848,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110073,MANCANG,0.72,0.45,5333,5678,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110075,TRIENG PANTANG,6114,0.45,0.6,5538,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110076,MEUNASAH ARONGAN AB,6057,0.4,0.4,4686,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,TANAH LUAS,1111120001,LEUPON SIREN,6114,3667,0.6,526,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120002,ULEE BUKET,5771,5167,2667,4535,SANGAT TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120003,BLANG PIE,5543,5333,2667,4514,SANGAT TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120004,BLANG TRIENG,5029,0.3,6667,4898,SANGAT TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120008,COT BARAT,0.6,4333,0.6,5444,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120009,PLU PAKAM,5886,3167,5333,4795,SANGAT TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120010,TUMPOK ACEH,5886,0.35,0.6,5129,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120011,COT DAH,5886,0.4,0.6,5295,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120012,ALUE SIJUEK,6229,4167,4667,5021,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120015,HAGU,6229,2667,0.8,5632,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120016,BAYI,6629,5333,0.6,5987,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120019,SERBA JAMAN TUNONG,6571,4667,6667,5968,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120020,ALUE GAMPONG,6057,0.45,6667,5741,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120023,MATANG BALOY,6457,4333,6667,5819,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120025,BLANG,5714,4833,0.6,5516,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120026,MATANG MANE,5886,3667,6667,5406,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120030,TANJONG MESJID,6057,0.45,0.6,5519,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120031,KEUTAPANG,6343,0.4,0.6,5448,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120033,MANYANG SB,6457,4667,0.6,5708,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120034,TRIENG,7143,0.4,0.6,5714,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120035,SERBA JAMAN BAROH,6914,0.35,5333,5249,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120036,UJONG BAROH SB,6629,0.4,6667,5765,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120044,BLANG JRUEN,6571,6167,5333,6024,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120045,RAYEUK KUTA,7314,6167,0.8,716,MAJU,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120046,PAYA,6343,4333,6667,5781,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120047,RANGKAYA,6514,4167,6667,5783,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120049,KEUDE BLANG JRUEN,7429,7667,4667,6587,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120050,AMPEH,7543,6167,0.6,657,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120055,ALUE,0.64,6167,5333,5967,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120060,SERBA JAMAN,6743,5333,0.6,6025,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120061,RAYEUK NALEUNG,7486,0.65,6667,6884,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120062,BLANG BIDOK,7086,0.5,5333,5806,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120063,PUNTI PULO AGAM,6743,0.5,5333,5692,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120064,TEUNGOH PULO AGAM,6914,5167,5333,5805,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120065,RAWA,6629,0.5,5333,5654,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120066,MATANG BEN,7143,0.5,0.6,6048,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120067,UJONG BAROH BERGHANG,0.6,5167,4667,5278,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120068,MANYANG TUNONG,6571,4667,0.6,5746,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120069,ALUE PANGKAT,6457,5667,5333,5819,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120070,PULO BLANG,5429,4167,0.6,5198,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120072,HUENG,0.72,0.5,0.6,6067,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120073,DENG,0.72,4833,0.6,6011,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120074,PAYA BEURANDANG,7486,5667,0.6,6384,BERKEMBANG,MAJU,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120075,PULO U,6514,0.45,4667,5227,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120076,ALUE KEUJRUEN,6571,0.45,6667,5913,TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,TANAH LUAS,1111120077,BUKET MAKARTI,0.44,2667,4667,3911,SANGAT TERTINGGAL,TERTINGGAL,"('TANAH LUAS', 100)"
ACEH UTARA,NIBONG,1111121001,BUMBAN,5486,3667,6667,5273,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121002,ALUE NGOM,5486,4167,6667,544,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121003,ALUE PANAH,6057,0.4,6667,5575,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121004,ALUE IE MIRAH,5657,0.4,6667,5441,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121005,MADDI,4629,4333,6667,521,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121006,TANJONG PUTOH,6171,4167,0.6,5446,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121007,SEULUNYOK,5886,0.5,6667,5851,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121008,RANTO,5657,4833,6667,5719,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121010,KEULILEE,7429,5333,2667,5143,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121011,PAYA TERBANG,7371,4833,5333,5846,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121013,MAMPLAM,6286,4167,6667,5706,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121015,DAYAH NIBONG,7257,4167,6667,603,BERKEMBANG,MAJU,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121016,TEUPIN JOK,5486,4333,0.4,4606,SANGAT TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121017,KEUPOK NIBONG,6914,3167,6667,5583,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121018,KEUDE NIBONG,4857,5167,6667,5563,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,NIBONG,1111121020,NIBONG BAROH,6686,0.5,4667,5451,TERTINGGAL,TERTINGGAL,"('NIBONG', 100)"
ACEH UTARA,SAMUDERA,1111130001,KITOU,6114,5833,0.6,5983,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130002,PAYA TERBANG,5886,0.45,6667,5684,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130003,TANJONG MESJID,6171,5333,0.6,5835,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130004,TANJONG AWE,6114,3667,0.6,526,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130006,TANJONG HAGU,5943,0.5,0.6,5648,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130007,MADAN,6286,3667,0.6,5317,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130008,TANJONG BAROH,5257,0.35,0.6,4919,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130009,GAMPONG BARO,6114,5333,0.6,5816,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130010,TANJONG KLENG,0.64,0.45,0.6,5633,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130012,TEUPIN BEULANGAN,7886,0.7,0.6,6962,BERKEMBANG,MAJU,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130013,TEUPIN ARA,5886,4667,4667,5073,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130014,PUSONG,7086,4833,0.6,5973,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130015,MANCANG,7486,0.55,4667,5884,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130016,BLANG KABU,6629,0.5,5333,5654,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130017,KEUDE GEUDONG,7371,7167,6667,7068,BERKEMBANG,MAJU,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130018,BLANG PEURIA,7257,0.65,0.6,6586,BERKEMBANG,MAJU,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130020,MURONG,0.76,4833,4667,0.57,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130021,PIE,6857,4167,6667,5897,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130023,BEURINGEN,6857,0.55,0.4,5452,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130024,KUTA KRUENG,7029,0.4,6667,5898,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130025,KUTA GLUMPANG,0.64,4333,6667,0.58,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130026,MEUCAT,6343,3833,6667,5614,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130028,UJONG,7486,4167,0.6,5884,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130029,MESJID,6514,3833,0.6,5449,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130030,TEUNGOH,7029,4833,0.6,5954,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130031,PUUK,5886,0.35,5333,4906,SANGAT TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130032,PULO,6629,4167,6667,5821,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130033,LAGA BARO,6686,4167,0.6,5617,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
