KABUPATEN,KECAMATAN,KODE BPS,DESA,IKS,IKE,IKL,IDM,KATEGORI IDM,BINARY STATUS,matches
ACEH UTARA,SAWANG,1111010001,RISEH TUNONG,0.56,3667,3333,0.42,SANGAT TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010002,GUNCI,7029,4167,3333,4843,SANGAT TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010003,KUBU,6914,4667,4667,5416,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010004,BLANG CUT,6514,3333,4667,4838,SANGAT TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010005,RISEH TEUNGOH,5714,0.45,5333,5183,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010006,RISEH BAROH,5829,3833,6667,5443,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010007,LHOK CUT,6914,3333,5333,5194,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010008,SAWANG,7429,0.65,5333,6421,BERKEMBANG,MAJU,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010009,BLANG TEURAKAN,6857,0.5,5333,573,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010010,JURONG,6857,3167,6667,5563,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010011,BLANG MANYAK,6514,0.35,6667,556,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010012,LHOK JOK,0.68,4333,4667,5267,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010013,BABAH KRUENG,7771,6833,3333,5979,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010014,RAMBONG PAYONG,7257,4333,0.6,5863,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010015,TEUPIN RUSEP,6629,3667,0.4,4765,SANGAT TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010016,LANCOK,5886,0.35,5333,4906,SANGAT TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010017,LHOK BAYU,0.6,4667,4667,5111,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010018,PAYA RABO TIMU,6514,4333,0.6,5616,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010019,PAYA RABO LHOK,0.68,0.5,0.6,5933,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010020,KRUENG BARO,6229,0.4,0.4,4743,SANGAT TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010021,BLANG REULING,5714,4333,4667,4905,SANGAT TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010022,PUNTEUET,6629,3833,0.6,5487,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010023,MEUNASAH PULO,7486,5667,0.6,6384,BERKEMBANG,MAJU,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010024,LHOK KUYUN,0.72,4333,6667,6067,BERKEMBANG,MAJU,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010025,LHOK GAJAH,6857,0.4,4667,5175,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010026,PANTE JALOH,6629,0.5,0.4,521,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010027,BABAH BULOH,7086,4333,6667,6029,BERKEMBANG,MAJU,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010028,COT LAMBIDENG,0.6,2833,6667,5167,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010029,GAMPONG TEUNGOH,7371,0.55,2667,5179,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010030,PAYA GABOH,0.64,0.45,5333,5411,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010031,KUTA MEULIGOE,6743,4167,6667,5859,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010032,ABEUK REULING,6286,0.4,5333,5206,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010034,ULEE GEUDONG,6857,5833,6667,6452,BERKEMBANG,MAJU,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010035,TANJONG KEUMALA,5714,4167,0.6,5294,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010036,LHOK KREK,5543,0.35,0.6,5014,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010038,LAGANG,6686,3833,6667,5729,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,SAWANG,1111010039,LHOK MERBO,6286,4333,4667,5095,TERTINGGAL,TERTINGGAL,"('SAWANG', 100)"
ACEH UTARA,NISAM,1111020007,JEULIKAT,0.52,0.45,6667,5456,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020008,MEUNASAH CUT,5257,0.45,5333,503,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020009,ALUE BILI,6571,0.45,0.6,569,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020010,COT MAMBONG,6743,0.45,0.6,5748,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020011,BLANG DALAM TUNONG,6971,0.5,4667,5546,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020012,BLANG DALAM BAROH,6286,0.5,6667,5984,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020013,BLANG DALAM GEUNTENG,6914,0.45,0.6,5805,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020014,TINGKEUM,6571,6667,6667,6635,BERKEMBANG,MAJU,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020015,MEUNASAH RAYEUK,5771,4667,0.6,5479,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020016,PEUNAYAN,6057,5333,0.6,5797,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020017,PALOH MAMPREE,5429,5833,0.6,5754,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020018,PANTON,5657,4333,6667,5552,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020019,MEUNASAH ALUE,0.64,0.6,6667,6356,BERKEMBANG,MAJU,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020022,PALOH MAMBU,6571,4167,6667,5802,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020023,GAMPONG BARAT,6343,0.5,6667,6003,BERKEMBANG,MAJU,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020024,MEUNASAH BEUNOT,6571,4667,6667,5968,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020026,GAMPONG TEUNGOH,8171,5333,6667,6724,BERKEMBANG,MAJU,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020028,COT EUNTUNG,6571,0.35,0.6,5357,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020029,KEUTAPANG,0.68,5167,5333,5767,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020030,BLANG CROK,6629,4167,5333,5376,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020031,BINJEE,6229,4833,0.6,5687,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020032,COT LEUPEE,0.6,5167,6667,5944,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020033,MEUNASAH KRUENG,6286,4167,5333,5262,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020034,ULEE BLANG,6629,3667,5333,521,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020035,SEUNEUBOK,6057,5167,0.6,5741,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020036,BLANG KARIENG,0.76,0.55,0.6,6367,BERKEMBANG,MAJU,"('NISAM', 100)"
ACEH UTARA,NISAM,1111020037,PALOH KAYEE KUNYET,6114,5167,0.6,576,TERTINGGAL,TERTINGGAL,"('NISAM', 100)"
ACEH UTARA,NISAM ANTARA,1111021001,ALUE DUA,5771,5333,3333,4813,SANGAT TERTINGGAL,TERTINGGAL,"('NISAM ANTARA', 100)"
ACEH UTARA,NISAM ANTARA,1111021002,ALUE PAPEUN,5543,0.5,3333,4625,SANGAT TERTINGGAL,TERTINGGAL,"('NISAM ANTARA', 100)"
ACEH UTARA,NISAM ANTARA,1111021003,BLANG JRAT,6514,3333,4667,4838,SANGAT TERTINGGAL,TERTINGGAL,"('NISAM ANTARA', 100)"
ACEH UTARA,NISAM ANTARA,1111021004,BLANG POHROH,4914,2667,0.6,4527,SANGAT TERTINGGAL,TERTINGGAL,"('NISAM ANTARA', 100)"
ACEH UTARA,NISAM ANTARA,1111021005,DARUSSALAM,5714,0.4,4667,4794,SANGAT TERTINGGAL,TERTINGGAL,"('NISAM ANTARA', 100)"
ACEH UTARA,NISAM ANTARA,1111021006,SEUMIRAH,4514,4167,0.6,4894,SANGAT TERTINGGAL,TERTINGGAL,"('NISAM ANTARA', 100)"
ACEH UTARA,BANDA BARO,1111022001,JAMUAN,6514,0.55,4667,556,TERTINGGAL,TERTINGGAL,"('BANDA BARO', 100)"
ACEH UTARA,BANDA BARO,1111022003,BLANG PALA,8514,0.65,5333,6783,BERKEMBANG,MAJU,"('BANDA BARO', 100)"
ACEH UTARA,BANDA BARO,1111022004,SANGKELAN,6229,3667,0.8,5965,TERTINGGAL,TERTINGGAL,"('BANDA BARO', 100)"
ACEH UTARA,BANDA BARO,1111022005,ULEE NYEUE,6971,5833,0.8,6935,BERKEMBANG,MAJU,"('BANDA BARO', 100)"
ACEH UTARA,BANDA BARO,1111022006,PAYA ULEUE,6057,0.4,5333,513,TERTINGGAL,TERTINGGAL,"('BANDA BARO', 100)"
ACEH UTARA,BANDA BARO,1111022007,COT JABET,6743,3833,5333,5303,TERTINGGAL,TERTINGGAL,"('BANDA BARO', 100)"
ACEH UTARA,BANDA BARO,1111022008,PAYA DUA,6743,4833,7333,6303,BERKEMBANG,MAJU,"('BANDA BARO', 100)"
ACEH UTARA,KUTA MAKMUR,1111030001,SIDO MULIYO,6457,4333,3333,4708,SANGAT TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030013,MEUNYE CUT BAHAGIA,6629,0.6,7333,6654,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030014,COT MERBO,0.64,4167,4667,5078,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030015,PANTON RAYEUK I,6286,4333,0.6,554,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030016,BLANG TALON,7486,5333,0.8,694,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030018,LHOK JOK,6457,0.5,5333,5597,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030019,SEUNEUBOK DRIEN,6514,0.45,8667,656,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030026,CEMPEUDAK,5714,6667,8667,7016,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030027,BLANG RIEK,7371,0.55,5333,6068,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030028,MEUNASAH BLANG ARA,6514,0.55,6667,6227,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030029,KEUDE BLANG ARA,7314,5333,6667,6438,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030030,KRUENG MANYANG,7371,5333,6667,6457,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030031,BAYU,0.6,3167,0.6,5056,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030032,BLANG ADO,5257,3167,6667,503,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030033,DAYAH MEUNARA,5543,3167,6667,5125,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030035,BABAH LUENG,5371,4167,0.6,5179,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030036,PANTON RAYEUK II,0.6,5333,0.6,5778,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030037,SAWEUK,5543,5667,0.6,5737,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030038,LANGKUTA,5943,0.45,5333,5259,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030039,COT SEUMIYONG,0.56,0.4,6667,5422,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030041,COT SEUTUI,6857,5167,0.4,5341,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030044,PULO BARAT,5771,4833,4667,509,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030045,PULO RAYEUK,6343,0.3,8667,6003,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030046,MEUNASAH KUMBANG,5314,3167,6667,5049,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030047,CEUMEUCET,6114,0.5,8667,6594,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030048,GUHA ULEU,6229,4667,6667,5854,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030049,BLANG GURAH,6514,3833,5333,5227,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030050,KRUENG SEUNONG,6457,3833,5333,5208,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030051,KEUDE KRUENG,6171,4167,7333,589,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030052,PULO IBOIH,5829,0.5,4667,5165,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030053,KEUREUSEK,7657,0.5,4667,5775,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030054,MEUNASAH KULAM,6514,4333,4667,5171,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030055,KRUENG SEUPENG,5829,0.5,4667,5165,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040010,MEUDANG ARA,6571,4667,6667,5968,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040012,SIREN TUJOH,0.64,0.4,6667,5689,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040014,TUMPEUN,7657,0.45,6667,6275,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040016,DAYAH BLANG SEUREUKUY,0.64,3667,6667,5578,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040017,BLANG PATRA,6457,4167,0.6,5541,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040019,BUKET GLUMPANG,6114,4333,6667,5705,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040021,ALUE MAJRON,5714,0.45,6667,5627,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040022,BLANG MAJRON,6229,0.5,5333,5521,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040023,BLANG SEUREUKUY,7029,4667,0.6,5898,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040024,KAYEE PANYANG,0.68,5667,6667,6378,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040025,ULEE MEURIA,6514,5167,0.6,5894,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040026,PULO BLANG TRIENG,6457,5833,0.6,6097,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040027,RHENG,0.72,5167,0.6,6122,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040028,TRIENG MEUDUROU,7086,0.5,6667,6251,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040030,CIBREK,7486,0.45,0.6,5995,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040031,BLANG AWE,0.64,0.55,0.6,5967,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040032,PULO BLANG MANGAT,0.68,5167,0.6,5989,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040033,ULEE GAMPONG,6971,0.5,6667,6213,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040034,BALE,6914,0.5,0.6,5971,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040035,BIE,6971,0.4,6667,5879,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040036,NIBONG,0.76,4667,0.6,6089,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040037,BARO KULAM GAJAH,0.72,4667,0.6,5956,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040038,BEURANDANG,0.76,6167,0.6,6589,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040039,GLONG,6229,0.35,6667,5465,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040040,LANGA,0.68,0.6,0.6,6267,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040041,BEUNOT,7657,5333,0.6,633,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040042,KEUDE BAYU,7429,0.6,6667,6698,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040043,BLANG BAYU,7029,5333,0.6,6121,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040044,DAYAH BARO,7143,5667,0.6,627,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040045,DAYAH TUHA,5943,3833,0.6,5259,TERTINGGAL,TERTINGGAL,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040046,BUNGONG,7086,5667,0.6,6251,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040047,PUNTI,6971,0.5,0.6,599,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040048,BAROH BLANG RIMUENG,6686,5333,0.6,6006,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040049,LANCOK,7429,0.6,8667,7365,MAJU,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,MEURAH MULIA,1111050002,PAYA SUTRA,5543,0.25,3333,3792,SANGAT TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050003,TUALANG,5771,0.25,3333,3868,SANGAT TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050004,PULO BLANG,6057,5167,6667,5963,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050005,LEUBOK TUWE,6057,4167,6667,563,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050006,SARAMABA,5543,3833,6667,5348,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050007,BLANG REUMA,5314,4167,6667,5383,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050008,RANTO,0.56,4333,6667,5533,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050009,MEUNYE PEUT,0.64,0.45,0.6,5633,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050010,MEUNYE PAYONG,0.64,0.5,0.6,0.58,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050011,BEURINGEN,7371,0.55,6667,6513,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050013,TEUNGOH KUTA BATEE,6286,5167,6667,604,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050014,BAROH KUTA BATEE,7486,0.4,6667,6051,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050015,CEUBREK,7257,0.55,6667,6475,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050016,GAMPONG TEUNGOH,7429,5167,6667,6421,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050017,KEUDE JUNGKA GAJAH,7143,0.5,6667,627,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050018,NIBONG,7371,4667,6667,6235,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050019,PULO DRIEN BEUKAH,0.68,0.5,6667,6156,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050021,PAYA BILI,6971,5167,6667,6268,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050022,DRIEN PUNTONG,6229,4167,6667,5687,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050023,PULO KITOU,6914,0.45,0.6,5805,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050024,TEUNGOH REUBA,0.68,0.4,6667,5822,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050025,MEUNASAH NGA,7314,4333,6667,6105,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050026,UJONG REUBA,6971,4833,0.6,5935,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050029,BARAT PAYA ITEK,0.64,3333,6667,5467,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050030,PRI KEUTAPANG,6171,4333,6667,5724,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050031,KUMBANG,0.68,4167,6667,5878,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050033,BLANG CUT,6686,4167,6667,584,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050034,RAYEUK PAYA ITEK,6343,4333,6667,5781,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050035,UBIT PAYA ITEK,6114,3333,6667,5371,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050038,MANYANG,6114,3667,6667,5483,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050039,ULEE MEURIA,6571,0.45,6667,5913,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
